Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Geographical_Distribution,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Project_ID,Project_Type,Methodology_Used,Team_Experience_Level,Project_Phase,Requirement_Stability,Regulatory_Compliance_Level,Technology_Familiarity,Stakeholder_Engagement_Level,Executive_Sponsorship,Funding_Source,Priority_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Risk_Level
19.0,1572966.49,25.0,10.0,11.0,3.0,5.0,0.41,0.36,0.53,0.0,1.92,3.0,0.0,1.07,0.09,4.71,0.76,0.83,4.0,0.7,0.0,11.0,11.0,1.0,PROJ_3214,R&D,Agile,Senior,Planning,Stable,Low,Familiar,Low,Strong,Internal,Critical,Senior PM,Optimizing,Strict,Limited,0,Cost-Plus,Medium,High,Occasional,Basic,Basic,Fully Colocated,Poor,Medium
17.0,1308049.49,20.0,6.28,13.0,6.0,2.0,1.09,0.23,0.52,1.0,2.56,5.0,0.0,0.94,0.5,3.7,0.46,0.24,7.0,0.61,0.0,12.0,5.0,1.0,PROJ_3215,Construction,Hybrid,Senior,Planning,Stable,Critical,Expert,High,Weak,External,High,Senior PM,Ad-hoc,Medium,Good,0,Fixed-Price,High,Moderate,Occasional,0,Advanced,Fully Remote,Good,High
13.0,527208.65,12.0,5.13,7.0,3.0,3.0,3.26,0.06,0.76,1.0,3.14,3.0,0.06,1.05,0.11,1.78,0.76,2.32,7.0,0.56,0.0,7.0,5.0,1.0,PROJ_3216,Marketing,Hybrid,Senior,Execution,Stable,Low,Familiar,Medium,Strong,External,Critical,Mid-level PM,Managed,Medium,Moderate,0,Time & Materials,High,High,Occasional,Basic,Basic,Partially Colocated,Basic,Medium
29.0,1697521.58,24.0,5.69,13.0,1.0,4.0,1.36,0.49,0.74,1.0,2.87,3.0,0.0,0.94,0.05,2.59,0.51,1.49,4.0,0.73,0.0,4.0,11.0,1.0,PROJ_3217,Construction,Waterfall,Junior,Closure,Moderate,High,Familiar,Low,Strong,External,High,Senior PM,Managed,High,Poor,0,Time & Materials,Low,Moderate,Occasional,Formal,Basic,Fully Colocated,Excellent,Medium
21.0,1986453.63,24.0,10.0,19.0,4.0,5.0,2.43,0.19,0.72,1.0,4.36,4.0,0.04,1.01,0.15,3.48,0.49,0.06,0.0,0.81,0.0,11.0,4.0,1.0,PROJ_3218,R&D,Scrum,Expert,Planning,Stable,High,New,Medium,Moderate,Internal,Critical,Certified PM,Optimizing,High,Limited,0,Fixed-Price,Low,Extreme,Regular,Formal,Advanced,Fully Remote,Good,Low
4.0,616257.71,13.0,5.76,11.0,1.0,3.0,0.14,0.38,0.77,1.0,1.65,4.0,0.1,0.7,0.57,8.58,0.43,0.77,7.0,0.7,0.7000000000000001,1.0,5.0,1.0,PROJ_3219,IT,Kanban,Mixed,Monitoring,Moderate,Critical,Familiar,Low,Strong,Internal,High,Senior PM,Defined,Strict,Limited,Legacy/Unstable,Time & Materials,Low,Moderate,First-time,Basic,Basic,Fully Colocated,Good,Critical
26.0,1324119.72,25.0,8.12,11.0,3.0,4.0,1.11,0.17,0.87,0.0,2.84,2.0,0.0,1.0,0.43,7.6,0.69,0.09,3.0,0.87,0.0,9.0,2.0,1.0,PROJ_3220,Manufacturing,Waterfall,Senior,Initiation,Moderate,Critical,Familiar,Medium,Moderate,External,Critical,Mid-level PM,Defined,Medium,Poor,0,Fixed-Price,High,High,Regular,0,Basic,Hybrid,Poor,Critical
36.0,1872943.27,27.0,7.11,16.0,2.0,4.0,1.39,0.08,0.82,0.0,5.02,1.0,0.0,1.02,0.2,2.25,0.56,0.31,6.0,0.79,0.0,5.0,1.0,1.0,PROJ_3221,Construction,Waterfall,Senior,Planning,Moderate,Medium,Expert,Medium,Moderate,Internal,Critical,Senior PM,Managed,Low,Moderate,0,Time & Materials,Medium,High,Occasional,Advanced,Formal,Hybrid,Excellent,Low
20.0,1166705.94,16.0,6.07,10.0,1.0,3.0,2.05,0.56,0.68,1.0,1.37,5.0,0.0,0.77,0.57,1.14,0.33,0.54,1.0,0.87,0.0,10.0,5.0,1.0,PROJ_3222,Marketing,Hybrid,Mixed,Monitoring,Stable,High,Expert,Excellent,Moderate,Internal,Low,Junior PM,Defined,High,Good,0,Hybrid,Low,High,Regular,Basic,Basic,Fully Remote,Basic,Medium
24.0,1888151.83,27.0,10.0,19.0,1.0,4.0,1.52,0.31,0.78,1.0,2.66,2.0,0.0,0.75,0.63,2.4,0.44,0.67,1.0,0.56,0.0,10.0,4.0,1.0,PROJ_3223,R&D,Agile,Junior,Planning,Stable,High,New,Poor,Moderate,Internal,Low,Senior PM,Ad-hoc,High,Poor,0,Hybrid,Medium,High,Occasional,0,Basic,Partially Colocated,Poor,Critical
19.0,1537712.07,22.0,10.0,14.0,0.0,5.0,1.96,0.43,0.91,2.0,3.82,1.0,0.12,1.24,0.49,6.7,0.35,0.45,4.0,0.45,0.0,2.0,2.0,1.0,PROJ_3224,R&D,Agile,Mixed,Planning,Stable,Critical,New,Medium,Moderate,Mixed,Critical,Mid-level PM,Defined,Medium,Moderate,0,Time & Materials,Low,High,Occasional,Formal,Advanced,Partially Colocated,Good,High
16.0,1462412.98,26.0,10.0,12.0,1.0,4.0,0.06,0.19,0.45,2.0,2.39,1.0,0.0,0.98,0.95,8.6,0.47,0.6,5.0,0.95,0.0,3.0,9.0,1.0,PROJ_3225,R&D,Agile,Senior,Initiation,Moderate,Critical,Familiar,Low,Strong,Internal,Medium,Senior PM,Optimizing,Strict,Limited,0,Cost-Plus,Low,Extreme,First-time,Formal,Basic,Hybrid,Poor,Critical
14.0,767012.89,16.0,5.2,10.0,2.0,2.0,4.4350000000000005,0.13,0.68,1.0,5.35,1.0,0.0,1.11,0.71,7.35,0.92,1.28,1.0,0.9,0.0,7.0,2.0,1.0,PROJ_3226,Marketing,Hybrid,Mixed,Initiation,Moderate,Low,Expert,Excellent,Moderate,Mixed,Medium,Senior PM,Defined,High,Moderate,0,Fixed-Price,High,Moderate,Strategic,Formal,Basic,Partially Colocated,Good,Low
29.0,1731801.4,27.0,7.99,16.0,1.0,3.0,1.06,0.56,0.83,2.0,5.29,2.0,0.0,0.72,0.53,2.54,0.62,0.53,5.0,0.73,0.0,7.0,8.0,1.0,PROJ_3227,Construction,Waterfall,Mixed,Initiation,Moderate,Medium,Expert,Excellent,Strong,External,High,Mid-level PM,Managed,Medium,Excellent,0,Cost-Plus,High,Moderate,First-time,0,Formal,Hybrid,Good,Medium
9.0,720804.92,11.0,4.02,11.0,0.0,2.0,0.25,0.3,0.61,2.0,2.03,3.0,0.0,0.7,0.65,4.14,0.61,2.08,5.0,0.89,0.0,11.0,4.0,1.0,PROJ_3228,Manufacturing,Hybrid,Junior,Monitoring,Moderate,Low,Familiar,Excellent,Moderate,Internal,Low,Mid-level PM,Defined,Low,Excellent,0,Fixed-Price,High,Moderate,Regular,Basic,Formal,Fully Remote,Poor,Low
12.0,1158439.24,17.0,6.79,14.0,4.0,5.0,0.67,0.22,0.65,0.0,2.37,1.0,0.0,0.72,0.73,1.24,0.98,0.68,1.0,0.72,0.0,1.0,6.0,1.0,PROJ_3229,Marketing,Scrum,Senior,Monitoring,Moderate,High,Familiar,High,Moderate,External,Critical,Junior PM,Managed,High,Moderate,0,Fixed-Price,High,High,Strategic,Basic,Formal,Partially Colocated,Basic,Medium
13.0,1323227.14,16.0,6.65,12.0,4.0,4.0,1.67,0.07,0.69,1.0,5.06,4.0,0.04,1.08,0.66,6.84,0.72,2.85,4.0,0.8,0.0,3.0,5.0,1.0,PROJ_3230,R&D,Scrum,Senior,Closure,Moderate,Medium,Familiar,Low,Strong,Mixed,Medium,Mid-level PM,Defined,Strict,Excellent,0,Time & Materials,Low,Moderate,Regular,Basic,Basic,Hybrid,Basic,Low
21.0,957811.06,17.0,4.35,9.0,2.0,2.0,3.67,0.21,0.7,1.0,3.41,4.0,0.0,1.02,0.16,2.9,0.48,0.28,0.0,0.67,0.0,11.0,3.0,1.0,PROJ_3231,Manufacturing,Waterfall,Senior,Closure,Volatile,Low,Expert,Medium,Weak,External,Low,Senior PM,Defined,Low,Moderate,0,Time & Materials,High,Stable,Regular,Formal,0,Hybrid,Basic,Medium
21.0,1483450.55,16.0,3.58,14.0,1.0,3.0,0.01,0.24,0.66,1.0,5.39,1.0,0.0,0.87,0.3,5.9,0.43,3.29,6.0,0.77,0.0,8.0,4.0,1.0,PROJ_3232,Construction,Waterfall,Expert,Closure,Moderate,Critical,Familiar,Low,Moderate,Internal,Critical,Certified PM,Managed,Medium,Good,0,Time & Materials,Medium,Stable,Strategic,Basic,0,Fully Remote,Good,Low
26.0,2227988.37,29.0,10.0,19.0,3.0,7.0,1.86,0.62,0.79,1.0,2.01,2.0,0.0,0.96,0.85,1.39,0.3,1.08,3.0,0.76,0.0,7.0,12.0,1.0,PROJ_3233,R&D,Scrum,Junior,Planning,Stable,High,New,Excellent,Moderate,Internal,Critical,Mid-level PM,Defined,Low,Good,0,Time & Materials,Low,High,Strategic,Basic,Formal,Fully Remote,Poor,High
9.0,1166656.3,19.0,5.9,8.0,1.0,2.0,2.06,0.37,0.49,1.0,3.06,2.0,0.0,1.27,0.93,1.08,0.94,2.79,3.0,0.72,0.28,4.0,6.0,1.0,PROJ_3234,IT,Kanban,Mixed,Closure,Stable,Critical,New,High,Moderate,Internal,Critical,Mid-level PM,Managed,Strict,Good,Mixed,Time & Materials,Low,High,Strategic,Basic,0,Fully Remote,Good,Medium
19.0,1189188.3,16.0,3.98,14.0,4.0,3.0,3.01,0.19,0.59,3.5,6.62,2.0,0.0,1.25,0.29,2.91,0.77,0.58,0.0,0.86,0.0,3.0,2.0,1.0,PROJ_3235,Construction,Waterfall,Senior,Closure,Stable,Medium,New,Excellent,Strong,External,High,Certified PM,Managed,Low,Moderate,0,Fixed-Price,High,Stable,Occasional,Formal,Formal,Fully Colocated,Excellent,Low
22.0,1920467.8,23.0,7.69,17.0,2.0,5.0,0.3,0.61,0.65,3.5,0.82,1.0,0.0,0.6,0.44,6.0,0.99,1.32,5.0,0.83,0.0,5.0,6.0,1.0,PROJ_3236,R&D,Scrum,Mixed,Initiation,Stable,Critical,New,High,Strong,External,Low,Junior PM,Defined,Strict,Excellent,0,Fixed-Price,High,High,Regular,0,0,Fully Colocated,Good,High
8.0,958823.63,17.0,5.84,8.0,0.0,4.0,0.63,0.13,0.76,2.0,4.75,1.0,0.0,1.18,0.77,1.74,0.86,1.7,3.0,0.89,0.0,8.0,3.0,1.0,PROJ_3237,Healthcare,Kanban,Mixed,Planning,Volatile,Critical,Expert,Excellent,Strong,Government,High,Mid-level PM,Defined,High,Good,0,Cost-Plus,Medium,Extreme,Occasional,Basic,Basic,Hybrid,Good,Medium
11.0,382022.0,10.0,3.42,4.0,0.0,0.0,3.15,0.27,0.43,1.0,4.07,5.0,0.0,1.3,0.35,1.66,0.77,1.64,1.0,0.75,0.0,8.0,3.0,1.0,PROJ_3238,Healthcare,Hybrid,Mixed,Initiation,Stable,Medium,New,Low,Moderate,Mixed,Medium,Junior PM,Optimizing,High,Poor,0,Hybrid,Low,Extreme,Occasional,Advanced,Advanced,Partially Colocated,Basic,Medium
4.0,159355.55,6.0,1.79,4.0,5.0,1.0,1.38,0.12,0.88,3.0,1.0,1.0,0.0,1.23,0.65,4.78,0.77,0.93,2.0,0.67,0.0,12.0,1.0,1.0,PROJ_3239,Healthcare,Hybrid,Senior,Closure,Moderate,High,Expert,Medium,Strong,External,High,Senior PM,Defined,Low,Limited,0,Fixed-Price,High,Stable,First-time,0,Basic,Fully Remote,Basic,Medium
4.0,487898.14,9.0,2.9,10.0,0.0,0.0,2.24,0.16,0.79,1.0,1.32,2.0,0.0,1.17,0.02,4.69,0.99,1.11,3.0,0.75,0.0,9.0,3.0,1.0,PROJ_3240,Manufacturing,Kanban,Mixed,Monitoring,Moderate,Low,New,Excellent,Moderate,Internal,High,Junior PM,Defined,Medium,Moderate,0,Cost-Plus,Low,High,Strategic,Formal,Basic,Fully Remote,Basic,Medium
15.0,1308348.06,21.0,10.0,12.0,2.0,4.0,1.67,0.27,0.94,1.0,4.06,2.0,0.16,0.91,0.49,1.35,0.66,0.96,4.0,0.67,0.0,1.0,6.0,1.0,PROJ_3241,R&D,Scrum,Junior,Closure,Stable,Critical,Expert,Poor,Weak,Government,High,Senior PM,Defined,High,Poor,0,Cost-Plus,High,High,First-time,Advanced,Basic,Fully Colocated,Good,High
5.0,532589.5,7.0,3.15,8.0,4.0,2.0,3.3,0.27,0.88,1.0,5.49,2.0,0.11,1.25,0.1,8.02,0.35,1.06,1.0,0.75,0.7000000000000001,12.0,1.0,1.0,PROJ_3242,IT,Scrum,Mixed,Closure,Moderate,Critical,New,Excellent,Moderate,External,Low,Mid-level PM,Optimizing,Strict,Excellent,Modern/Stable,Hybrid,Low,Stable,Regular,Formal,Formal,Hybrid,Basic,Low
20.0,1979058.41,24.0,8.24,16.0,1.0,6.0,0.64,0.26,0.89,1.0,3.33,1.0,0.0,1.12,0.67,3.84,0.96,2.82,6.0,0.56,0.0,7.0,5.0,1.0,PROJ_3243,R&D,Agile,Junior,Closure,Stable,Critical,New,Medium,Weak,Government,Critical,Senior PM,Managed,Strict,Moderate,0,Fixed-Price,High,Moderate,Regular,Formal,Formal,Fully Colocated,Good,Critical
11.0,951604.26,14.0,5.75,9.0,5.0,1.0,0.84,0.04,0.85,2.0,3.93,1.0,0.03,0.72,0.7,4.28,0.57,0.7,2.0,0.82,0.15,12.0,5.0,1.0,PROJ_3244,IT,Agile,Senior,Monitoring,Moderate,Critical,Expert,Excellent,Moderate,External,Medium,Senior PM,Defined,High,Good,Mixed,Hybrid,High,High,Regular,Basic,0,Partially Colocated,Basic,Medium
13.0,1236973.28,23.0,10.0,11.0,3.0,4.0,0.75,0.2,0.98,0.0,0.61,2.0,0.08,0.68,0.12,9.9,0.48,1.08,4.0,0.64,0.0,2.0,7.0,1.0,PROJ_3245,R&D,Agile,Senior,Closure,Moderate,High,New,Poor,Strong,External,Critical,Mid-level PM,Managed,High,Limited,0,Time & Materials,Low,Extreme,First-time,Formal,Formal,Partially Colocated,Excellent,High
5.0,668762.63,8.0,3.78,8.0,1.0,0.0,0.58,0.53,0.89,1.0,0.78,2.0,0.15,0.67,0.08,6.28,0.53,0.01,1.0,0.82,0.0,10.0,3.0,1.0,PROJ_3246,Healthcare,Kanban,Junior,Planning,Stable,Low,Familiar,Medium,Weak,External,Low,Senior PM,Managed,High,Excellent,0,Time & Materials,High,High,Occasional,0,0,Fully Colocated,Excellent,Medium
31.0,1697118.61,27.0,7.77,17.0,1.0,5.0,1.41,0.23,0.92,1.0,5.11,5.0,0.0,1.02,0.1,7.08,0.46,0.37,0.0,0.97,0.0,10.0,7.0,1.0,PROJ_3247,Construction,Waterfall,Expert,Execution,Stable,High,Familiar,Excellent,Moderate,Internal,Critical,Senior PM,Optimizing,Low,Moderate,0,Time & Materials,Low,Extreme,Occasional,Advanced,Advanced,Fully Colocated,Excellent,Low
8.0,560877.44,9.0,3.98,5.0,1.0,0.0,2.14,0.25,0.46,2.0,1.96,5.0,0.1,1.24,0.04,2.56,0.71,2.35,3.0,0.67,0.44,5.0,1.0,1.0,PROJ_3248,IT,Scrum,Mixed,Closure,Moderate,High,New,High,Strong,External,High,Mid-level PM,Managed,Medium,Moderate,Modern/Stable,Cost-Plus,Medium,High,First-time,Formal,Formal,Hybrid,Good,Low
14.0,932428.94,15.0,6.44,9.0,0.0,4.0,2.76,0.33,0.93,3.0,2.9,5.0,0.07,0.91,0.62,8.4,0.59,0.3,2.0,0.86,0.0,4.0,6.0,1.0,PROJ_3249,Manufacturing,Agile,Junior,Closure,Stable,High,Familiar,Poor,Strong,External,High,Certified PM,Managed,Low,Poor,0,Fixed-Price,Medium,Moderate,Regular,0,Basic,Hybrid,Excellent,Medium
13.0,1145156.65,22.0,8.73,9.0,0.0,6.0,2.2,0.54,0.65,1.0,4.01,3.0,0.0,0.79,0.14,4.07,0.85,0.19,5.0,0.72,0.0,7.0,9.0,1.0,PROJ_3250,Manufacturing,Kanban,Junior,Monitoring,Volatile,Low,Familiar,Poor,Weak,Internal,Medium,Certified PM,Managed,Medium,Limited,0,Cost-Plus,Low,Extreme,Regular,Formal,Basic,Hybrid,Basic,High
14.0,1099685.64,17.0,8.2,12.0,3.0,4.0,2.37,0.12,0.68,0.0,2.35,2.0,0.17,0.92,0.08,6.26,0.58,1.21,3.0,0.88,0.15,6.0,1.0,1.0,PROJ_3251,IT,Scrum,Expert,Planning,Volatile,High,Expert,Excellent,Weak,External,Low,Senior PM,Optimizing,High,Good,Mixed,Time & Materials,Low,High,Regular,Advanced,Formal,Fully Remote,Good,Low
28.0,1492461.38,19.0,4.94,16.0,1.0,4.0,1.4,0.29,0.41,2.0,2.56,5.0,0.0,0.62,0.7,3.61,0.57,0.5,2.0,0.71,0.0,9.0,6.0,1.0,PROJ_3252,Construction,Waterfall,Mixed,Monitoring,Moderate,High,Familiar,Excellent,Moderate,Mixed,Medium,Junior PM,Defined,Low,Excellent,0,Time & Materials,Medium,Stable,Strategic,Basic,Basic,Fully Remote,Poor,Medium
10.0,981909.9,16.0,8.33,8.0,2.0,6.0,2.67,0.36,0.83,2.0,5.93,1.0,0.2,1.25,0.09,7.4,0.3,1.59,4.0,0.73,0.7000000000000001,4.0,6.0,1.0,PROJ_3253,IT,Scrum,Senior,Planning,Moderate,Medium,Expert,High,Weak,Internal,Medium,Certified PM,Managed,High,Moderate,Modern/Stable,Cost-Plus,Medium,High,Occasional,Basic,0,Hybrid,Good,Medium
12.0,1230345.68,17.0,6.33,9.0,6.0,5.0,0.93,0.16,0.56,1.0,6.52,2.0,0.0,1.02,0.95,2.75,0.49,2.42,7.0,0.55,0.0,7.0,4.0,1.0,PROJ_3254,R&D,Scrum,Senior,Closure,Volatile,Medium,New,Excellent,Moderate,Internal,Critical,Junior PM,Managed,Medium,Good,0,Time & Materials,Medium,Moderate,Occasional,Basic,Basic,Hybrid,Basic,High
17.0,1558241.89,16.0,4.58,12.0,1.0,3.0,0.54,0.37,0.8,1.0,2.08,2.0,0.0,0.95,0.68,3.26,0.3,2.45,2.0,0.79,0.0,4.0,2.0,1.0,PROJ_3255,Construction,Hybrid,Mixed,Monitoring,Moderate,Critical,Expert,High,Moderate,Internal,High,Mid-level PM,Optimizing,Low,Moderate,0,Cost-Plus,Low,Stable,Occasional,Advanced,Formal,Hybrid,Good,Low
21.0,1018678.52,14.0,4.09,13.0,0.0,3.0,3.06,0.51,0.94,2.0,2.09,3.0,0.0,1.28,0.44,2.76,0.45,0.48,2.0,0.7,0.0,4.0,6.0,1.0,PROJ_3256,Construction,Waterfall,Junior,Monitoring,Moderate,Low,Familiar,Medium,Strong,External,Low,Mid-level PM,Defined,Medium,Good,0,Cost-Plus,Medium,Stable,Occasional,Formal,0,Fully Remote,Basic,High
12.0,1166685.11,24.0,10.0,12.0,3.0,6.0,0.66,0.41,0.58,1.0,3.99,5.0,0.04,0.89,0.46,5.5,0.89,1.37,0.0,0.78,0.65,5.0,3.0,1.0,PROJ_3257,IT,Kanban,Senior,Initiation,Moderate,Low,Expert,Medium,Moderate,Internal,Low,Mid-level PM,Defined,Medium,Poor,Modern/Stable,Time & Materials,Low,Extreme,Occasional,0,Basic,Partially Colocated,Basic,High
21.0,1526516.45,24.0,9.73,17.0,3.0,5.0,2.41,0.45,0.8,3.0,5.81,4.0,0.01,0.77,0.54,2.24,0.82,0.73,4.0,0.66,0.0,6.0,1.0,1.0,PROJ_3258,R&D,Scrum,Mixed,Closure,Stable,High,Familiar,Low,Weak,Mixed,Medium,Mid-level PM,Ad-hoc,Strict,Moderate,0,Fixed-Price,Medium,High,First-time,0,0,Hybrid,Poor,Critical
24.0,1531366.6,21.0,6.07,17.0,3.0,4.0,0.68,0.2,0.63,3.0,1.63,2.0,0.0,1.0,0.67,2.01,0.93,1.18,1.0,0.93,0.0,1.0,6.0,1.0,PROJ_3259,Construction,Hybrid,Senior,Execution,Stable,High,Expert,Low,Moderate,Internal,Low,Mid-level PM,Managed,Medium,Poor,0,Time & Materials,High,Stable,Occasional,Formal,0,Hybrid,Basic,Medium
8.0,712460.94,9.0,3.14,5.0,3.0,1.0,0.27,0.38,0.64,1.0,5.32,4.0,0.0,0.7,0.54,7.55,0.56,0.7,4.0,0.7,0.7000000000000001,12.0,2.0,1.0,PROJ_3260,IT,Kanban,Mixed,Closure,Moderate,High,New,Poor,Strong,Mixed,Critical,Senior PM,Ad-hoc,High,Limited,Modern/Stable,Time & Materials,High,Moderate,Occasional,0,0,Hybrid,Good,High
32.0,1893795.99,26.0,6.04,15.0,1.0,4.0,1.62,0.65,0.66,1.0,6.34,2.0,0.0,0.91,0.62,2.45,0.53,0.61,6.0,0.67,0.0,3.0,5.0,1.0,PROJ_3261,Construction,Waterfall,Mixed,Monitoring,Moderate,High,New,Poor,Strong,External,High,Certified PM,Managed,Low,Moderate,0,Cost-Plus,Medium,Extreme,Strategic,Advanced,0,Hybrid,Excellent,Medium
13.0,1207043.75,22.0,10.0,10.0,0.0,4.0,3.77,0.11,0.53,1.0,3.04,2.0,0.12,1.25,0.18,4.91,0.33,3.3999999999999995,0.0,0.75,0.01,10.0,4.0,1.0,PROJ_3262,IT,Scrum,Mixed,Execution,Moderate,Medium,Expert,Excellent,Weak,External,Critical,Junior PM,Ad-hoc,Medium,Moderate,Mixed,Cost-Plus,Medium,Extreme,Occasional,Basic,0,Fully Remote,Good,Critical
21.0,875272.35,22.0,9.14,10.0,0.0,4.0,4.4350000000000005,0.09,0.65,1.0,3.13,5.0,0.04,0.84,0.58,9.65,0.93,1.35,2.0,0.65,0.0,8.0,6.0,1.0,PROJ_3263,Healthcare,Hybrid,Junior,Monitoring,Moderate,Medium,Familiar,Medium,Strong,External,Critical,Mid-level PM,Defined,High,Limited,0,Fixed-Price,High,Extreme,Occasional,0,0,Hybrid,Good,Critical
17.0,1253376.08,16.0,7.29,13.0,0.0,3.0,2.03,0.16,0.45,0.0,3.99,1.0,0.12,1.28,0.26,3.51,0.58,0.77,5.0,0.88,0.7000000000000001,3.0,4.0,1.0,PROJ_3264,IT,Agile,Mixed,Execution,Moderate,Critical,Expert,Medium,Weak,Internal,Medium,Senior PM,Managed,High,Limited,Legacy/Unstable,Fixed-Price,High,Moderate,Strategic,Formal,Advanced,Fully Remote,Basic,High
5.0,490423.6,6.0,3.13,7.0,2.0,2.0,1.9,0.06,0.42,3.5,1.26,2.0,0.2,0.93,0.68,4.42,0.33,1.27,2.0,0.84,0.7000000000000001,9.0,2.0,1.0,PROJ_3265,IT,Scrum,Senior,Initiation,Moderate,High,Expert,Poor,Moderate,Government,Critical,Mid-level PM,Defined,High,Moderate,Mixed,Cost-Plus,High,Stable,Strategic,Basic,0,Fully Remote,Basic,Medium
36.5,2636938.43,31.0,6.79,18.0,1.0,4.0,0.41,0.53,0.88,2.0,7.48,1.0,0.0,1.27,0.2,6.68,0.51,1.06,5.0,0.42,0.0,6.0,1.0,1.0,PROJ_3266,Construction,Waterfall,Mixed,Monitoring,Moderate,Critical,Familiar,High,Moderate,External,Critical,Junior PM,Managed,Medium,Excellent,0,Fixed-Price,Medium,High,Strategic,Formal,0,Partially Colocated,Excellent,High
12.0,779849.39,18.0,7.78,11.0,2.0,4.0,1.95,0.35,0.8,0.0,5.02,3.0,0.07,0.74,0.6,8.84,0.38,0.65,7.0,0.59,0.7000000000000001,7.0,2.0,1.0,PROJ_3267,IT,Scrum,Senior,Planning,Moderate,Medium,Expert,Poor,Strong,External,Critical,Senior PM,Defined,Medium,Good,Mixed,Fixed-Price,High,Moderate,Occasional,Advanced,Basic,Fully Colocated,Basic,High
10.0,792462.85,13.0,6.91,12.0,0.0,3.0,0.67,0.09,0.74,3.0,2.68,5.0,0.2,0.89,0.15,5.15,0.31,1.13,1.0,0.91,0.7000000000000001,10.0,3.0,1.0,PROJ_3268,IT,Agile,Mixed,Monitoring,Moderate,Medium,Expert,Medium,Moderate,Government,Low,Junior PM,Defined,Strict,Poor,Modern/Stable,Fixed-Price,Medium,Stable,First-time,Basic,Basic,Fully Colocated,Basic,Medium
16.0,989259.69,16.0,4.36,10.0,1.0,4.0,0.16,0.64,0.85,3.5,0.91,1.0,0.0,0.94,0.72,9.62,0.8,0.54,0.0,0.68,0.0,7.0,2.0,1.0,PROJ_3269,Manufacturing,Waterfall,Mixed,Closure,Moderate,Critical,Familiar,Poor,Moderate,External,High,Senior PM,Ad-hoc,High,Poor,0,Fixed-Price,Medium,Moderate,Regular,Basic,0,Partially Colocated,Good,Critical
9.0,477788.99,8.0,3.54,6.0,3.0,1.0,1.29,0.19,0.95,3.5,5.36,1.0,0.1,1.21,0.14,7.62,0.99,2.05,6.0,0.57,0.0,6.0,3.0,1.0,PROJ_3270,Healthcare,Waterfall,Senior,Initiation,Stable,Critical,New,Low,Weak,Government,Critical,Senior PM,Defined,Medium,Good,0,Hybrid,Low,High,First-time,Advanced,0,Fully Remote,Basic,Critical
19.0,1436338.7,25.0,10.0,11.0,1.0,5.0,0.63,0.43,0.61,3.0,0.88,4.0,0.0,1.14,0.5,9.45,0.83,0.57,0.0,0.85,0.0,6.0,11.0,1.0,PROJ_3271,R&D,Agile,Mixed,Monitoring,Moderate,High,Familiar,Low,Moderate,Internal,High,Senior PM,Ad-hoc,Low,Good,0,Time & Materials,Medium,Extreme,Occasional,Basic,Formal,Partially Colocated,Basic,Critical
22.0,1513036.73,26.0,10.0,17.0,1.0,4.0,1.63,0.2,0.6,3.0,0.64,1.0,0.0,1.25,0.11,3.06,0.84,2.5,3.0,0.76,0.0,8.0,8.0,1.0,PROJ_3272,R&D,Scrum,Mixed,Closure,Moderate,High,Expert,Excellent,Weak,External,Medium,Junior PM,Defined,Medium,Excellent,0,Time & Materials,High,Extreme,Occasional,Basic,Advanced,Hybrid,Good,Medium
16.0,1038200.43,15.0,4.5,11.0,1.0,2.0,4.4350000000000005,0.31,0.8,2.0,5.14,4.0,0.0,0.71,0.97,3.31,0.76,1.74,6.0,0.82,0.0,9.0,5.0,1.0,PROJ_3273,Construction,Waterfall,Mixed,Initiation,Moderate,Low,Familiar,Poor,Moderate,Internal,High,Certified PM,Optimizing,Medium,Limited,0,Time & Materials,Medium,Moderate,Occasional,Advanced,Advanced,Hybrid,Poor,Low
8.0,614795.05,10.0,5.95,11.0,2.0,1.0,0.94,0.07,0.96,2.0,0.61,4.0,0.2,0.81,0.26,8.19,0.99,3.3999999999999995,4.0,0.85,0.0,8.0,4.0,1.0,PROJ_3274,Healthcare,Scrum,Senior,Monitoring,Stable,High,Expert,Medium,Moderate,Internal,Medium,Junior PM,Ad-hoc,High,Good,0,Fixed-Price,Low,Moderate,Occasional,0,0,Partially Colocated,Good,Medium
